OTUs,571.T0_RA2_01_33058,582.T1_RD8_01_33104,586.T5_BG8_01_33378,571.T2_RF6_01_33131,578.CT5_RA11_01_33408,576.T5_BF11_01_33368,581.T4_BD7_01_33212,584.T5_BG6_01_33376,585.T0_RB3_01_33073,601.T1_RF2_01_33124,600.T4_BF1_01_33358,578.T5_BG1_01_33371,596.T2_RH5_01_33156,585.T1_RD11_01_33107,578.T1_RD5_01_33101,601.T5_BA1_01_33398,572.T1_RC11_01_33094,602.T1_RF3_01_33128,577.T4_BD4_01_33209,571.T3_BA2_01_33167,592.T4_BE5_01_33349,572.T3_BA3_01_33169,578.T2_RG1_01_33139,577.T0_RA8_01_33065,597.T3_BC2_01_33194,596.T1_RE9_01_33118,589.T3_BB6_01_33185,588.T2_RG9_01_33147,599.T2_RH8_01_33159,602.T2_RH11_01_33162,594.T1_RE7_01_33116,597.T2_RH6_01_33157,584.T3_BB2_01_33181,575.T1_RD2_01_33098,570.T4_BC9_01_33201,577.CT5_RA10_01_33407,590.T3_BB7_01_33186,589.T2_RG10_01_33148,573.T2_RF8_01_33133,588.T5_BG9_01_33379,575.T2_RF10_01_33135,594.T5_BH3_01_33386,574.T0_RA5_01_33062,598.T3_BC3_01_33195,581.CT5_BB1_01_33411,598.T0_RC3_01_33086,584.T0_RB2_01_33072,575.T0_RA6_01_33063,601.T0_RC6_01_33089,577.T3_BA8_01_33174,598.T5_BH7_01_33390,580.T5_BG2_01_33372,571.T4_BC10_01_33202,576.T2_RF11_01_33136,581.T2_RG3_01_33141,580.T4_BD6_01_33211,573.T5_BF8_01_33365,600.T2_RH9_01_33160,599.T3_BC4_01_33196,584.T2_RG6_01_33144,599.T5_BH8_01_33391,602.T5_BA2_01_33399,601.T2_RH10_01_33161,583.T2_RG5_01_33143,598.T4_BE10_01_33354,589.T0_RB6_01_33076,595.T2_RH4_01_33155,571.T1_RC10_01_33093,593.T1_RE6_01_33115,589.T1_RE2_01_33111,599.T0_RC4_01_33087,571.CT5_BA5_01_33402,580.T0_RA10_01_33067,572.T0_RA3_01_33060,586.T4_BD12_01_33217,592.T1_RE5_01_33114,590.T2_RG11_01_33149,583.CT5_BB3_01_33413,570.T2_RF5_01_33130,574.T2_RF9_01_33134,578.T0_RA9_01_33066,586.T2_RG8_01_33146,572.CT5_BA6_01_33403,588.T1_RE1_01_33110,590.T1_RE3_01_33112,593.T5_BH2_01_33385,577.T2_RF12_01_33137,581.T1_RD7_01_33103,588.T4_BE1_01_33345,574.T5_BF9_01_33366,603.T2_RH12_01_33163,595.T1_RE8_01_33117,585.CT5_BB5_01_33415,582.T2_RG4_01_33142,599.T1_RE12_01_33121,588.T3_BB5_01_33184,572.T4_BC11_01_33203,582.T5_BG4_01_33374,573.T1_RC12_01_33095,593.T2_RH2_01_33153,581.T3_BA11_01_33177,584.CT5_BB4_01_33414,582.CT5_BB2_01_33412,592.T5_BH1_01_33384,576.T0_RA7_01_33064,602.T4_BF3_01_33360,583.T1_RD9_01_33105,574.T4_BD1_01_33206,592.T0_RB9_01_33079,573.T4_BC12_01_33204,578.T4_BD5_01_33210,590.T4_BE3_01_33347,574.CT5_BA8_01_33405,591.T5_BG12_01_33382,600.T5_BH9_01_33392,595.T3_BB12_01_33191,590.T5_BG11_01_33381,585.T3_BB3_01_33182,570.T1_RC9_01_33092,575.T4_BD2_01_33207,580.T2_RG2_01_33140,596.T0_RC1_01_33084,594.T3_BB11_01_33190,600.T0_RC5_01_33088,595.T5_BH4_01_33387,589.T4_BE2_01_33346,589.T5_BG10_01_33380,596.T4_BE9_01_33353,582.T0_RA12_01_33069,593.T4_BE6_01_33350,575.T5_BF10_01_33367,583.T5_BG5_01_33375,570.CT5_BA4_01_33401,570.T3_BA1_01_33166,592.T3_BB9_01_33188,572.T5_BF7_01_33364,575.T3_BA6_01_33172,603.T1_RF4_01_33129,595.T4_BE8_01_33352,602.T0_RC7_01_33090,591.T1_RE4_01_33113,594.T0_RB11_01_33081,571.T3_BA2_01_33168,581.T5_BG3_01_33373,580C.T5_RA12_01_33409,580.T3_BA10_01_33176,576.T1_RD3_01_33099,570.T5_BF5_01_33362,574.T1_RD1_01_33097,576.T3_BA7_01_33173,588.T0_RB5_01_33075,584.T1_RD10_01_33106,583.T3_BB1_01_33180,602.T3_BC7_01_33199,571.T0_RA2_01_33059,593.T0_RB10_01_33080,603.T5_BA3_01_33400,573.T0_RA4_01_33061,573.CT5_BA7_01_33404,603.T3_BC8_01_33200,599.T4_BE12_01_33356,570.T0_RA1_01_33057,576.T4_BD3_01_33208,597.T1_RE10_01_33119,573.T3_BA4_01_33170,594.T2_RH3_01_33154,603.T4_BF4_01_33361,591.T4_BE4_01_33348,582.T3_BA12_01_33178,581.T0_RA11_01_33068,586.T0_RB4_01_33074,597.T0_RC2_01_33085,585.T4_BD11_01_33216,586.T1_RD12_01_33108,590.T0_RB7_01_33077,596.T5_BH5_01_33388,586.CT5_BB6_01_33416,583.T0_RB1_01_33071,584.T4_BD10_01_33215,601.T4_BF2_01_33359,574.T3_BA5_01_33171,585.T5_BG7_01_33377,600.T3_BC5_01_33197,598.T1_RE11_01_33120,571.T5_BF6_01_33363,578.T3_BA9_01_33175,596.T3_BC1_01_33193,586.T3_BB4_01_33183,585.T2_RG7_01_33145,576.CT5_RA9_01_33406,598.T2_RH7_01_33158,597.T5_BH6_01_33389,601.T3_BC6_01_33198,597.T4_BE11_01_33355,583.T4_BD9_01_33214,582.T4_BD8_01_33213,577.T5_BF12_01_33369,591.T2_RG12_01_33150,591.T3_BB8_01_33187,595.T0_RB12_01_33082,580.T1_RD6_01_33102,600.T1_RF1_01_33123,603.T0_RC8_01_33091,577.T1_RD4_01_33100,591.T0_RB8_01_33078,572.T2_RF7_01_33132,593.T3_BB10_01_33189,594.T4_BE7_01_33351,592.T2_RH1_01_33152
1,0,0,0,0,0,0,0,0,4206,0,0,4451,0,0,0,0,0,0,0,0,6984,5613,0,0,0,0,0,0,7519,9485,0,0,0,0,0,0,2865,0,0,3523,5456,0,0,0,0,0,5209,2773,0,0,4302,0,9433,0,3569,0,0,0,0,0,0,0,9164,0,8741,0,6290,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15789,0,0,0,0,0,8405,13010,0,0,0,0,0,7304,0,9516,9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6339,0,3930,0,0,0,0,0,0,0,0,0,0,0,0,0,6757,0,0,9036,0,0,0,0,0,0,0,0,3842,3530,0,5162,3124,0,0,0,0,0,0,0,0,0,3529,0,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20417,0,0,0,0,17491,0,0,0,8326,0,0,0,0,0,0,0
2,0,6020,0,47148,0,0,0,0,0,0,0,182669,16864,0,3485,0,0,0,23936,0,177412,52926,0,0,0,0,0,0,126219,0,0,0,5715,0,0,0,61011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25585,0,0,36837,17388,0,0,17182,0,0,0,94483,0,0,0,0,0,1240,0,0,30151,0,0,43335,7217,0,0,0,0,0,113294,0,0,2914,0,0,0,0,0,44304,6422,0,29807,0,0,0,0,0,57428,0,0,29762,0,0,0,0,0,11916,0,0,0,0,0,0,0,0,0,0,10978,0,0,0,0,10000,19068,31465,0,127620,103102,70788,0,42976,0,0,0,7399,0,134171,0,0,0,0,0,6273,0,0,0,60565,221386,0,0,0,0,1247,32688,0,0,4212,0,0,54925,0,0,0,0,0,0,40360,191799,0,88437,0,0,0,0,57159,0,0,0,0,0,446903,84649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33853,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25697,0,0,0,0,0,0,0,111202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23673,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5876,0,0,0,0,0,0,0,4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12417,0,10539,8951,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9666,0,0,0,0,0,0,0,0,0,0,0,0,0,48081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,61532,0,0,85863,0,31571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25336,0,0,0,0,25672,0,0,0,0,0,0,63090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13724,0,0,17898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93385,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80104,0,0,0,0,0,0,0,0,0,0,0,0,0,64559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,35734,0,0,68068,0,0,131889,0,0,0,3662,0,0,8880,15106,0,3979,7804,0,100026,159008,22266,18071,17346,11539,0,0,0,0,0,0,124630,0,0,28131,64610,0,145888,0,54213,16215,52769,13368,0,7197,0,0,7674,11328,0,10891,0,0,0,0,0,0,0,0,0,16993,0,67035,0,6296,0,102380,76499,0,0,64212,0,0,5510,17981,0,0,19372,10382,0,16858,8804,0,26747,0,0,0,394804,0,2521,0,0,76694,97851,53535,59900,11725,26008,0,50440,6418,7540,174107,0,52844,4151,88967,0,8680,64289,8138,18683,89725,0,403749,33601,67422,40729,0,0,45331,0,0,28735,43223,0,0,5778,0,10307,0,32791,0,0,0,7634,185968,35199,0,0,0,0,25466,0,83824,66523,0,55939,0,7392,9019,63065,65562,0,0,89091,32935,0,104999,26884,0,0,0,105830,0,151082,0,0,0,10530,0,0,9913,0,0,11409,0,0,0,37986,0,0,22171,0,0,0,9133,40855,19734,0,82606,16757,76361,0,136413,11108,0,0,0,35587,53304,23852,19666,19667,25594,7885,6522,0
9,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4311,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8811,0,0,0,0,0,0,0,0,0,0,0,0,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,224239,0,0,26600,0,0,0,0,71851,0,0,0,172771,327925,0,0,0,0,140840,0,27025,0,0,0,0,26100,11344,0,238959,0,0,0,0,0,553259,17717,0,0,0,0,0,0,0,0,0,6305,0,0,24042,0,0,91407,0,33602,0,0,0,0,0,366997,368188,533838,0,0,0,106822,0,0,42251,0,8729,0,0,0,88607,0,72700,0,0,0,0,769293,283427,0,0,25618,380213,1595,0,20802,0,0,0,0,189343,103698,0,0,0,0,0,0,0,0,0,6150,0,0,462589,0,0,0,0,0,0,458356,0,0,42325,0,0,0,0,437111,0,0,0,0,454782,0,343100,362602,0,0,0,0,0,0,0,59674,0,0,0,110098,0,0,88809,0,44010,55481,34829,20363,0,0,0,6484,0,0,15708,0,0,156739,0,0,0,0,9388,0,17205,0,0,0,1755,491859,0,121929,0,40072,0,0,379589,76336,37127,147257,0,9803,0,0,0,0,0,0,0,0,0,10853,0,18622,0,24549,85619,0,7473,24015,0,0,9486,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8722,0,0,0,0,0,0,13471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55770,0,0,0,0,0,0,0,0,7524,0
14,0,9166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3753,0,5689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19731,7309,0,5445,2644,0,0,0,0,0,0,8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,0,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,4699,0,0,0,0,0,0,0,0,0,0,0,4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,26288,47177,21348,300238,2879,97893,0,0,117845,0,101711,0,0,15022,23423,54937,168386,83350,71777,195327,82981,134144,79161,113410,220479,147820,0,180478,134830,252730,0,114408,0,79572,0,210340,81830,11160,0,70736,0,0,36418,105169,85999,0,8167,0,75315,0,14031,0,0,33183,36160,27764,196444,123961,0,30045,41219,82428,85806,10616,0,10533,0,230746,14449,99957,132792,0,45189,124741,102932,0,101577,286927,63213,70365,55798,169613,80694,123733,93442,23456,0,70990,0,122784,25773,39227,0,244298,58713,172068,0,73321,47311,115276,101891,152851,0,0,91493,0,63649,117686,66854,101446,174176,74400,55249,36593,141235,48742,56175,0,68473,46738,20931,73285,54722,36335,70411,0,0,63110,22717,0,0,2894,83893,45462,0,100566,155284,0,5604,0,0,73837,101495,37006,107506,63643,68062,109212,51828,146580,12948,83003,40450,41815,84131,160155,56109,50238,190912,23070,0,0,61643,9831,7837,134944,124350,87622,0,64729,0,33024,41098,109167,39523,168833,0,0,33434,145070,0,73574,71281,32568,90255,13779,95781,54497,60774,0,166966,157830,34194,53722,48867,0,60951,0,0,0,134475,47132,87524,55926,19374,63185,0,66873
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62037,0,0,0,0,0,0,0,0,0,0,0,4745,0,0,0,0,0,0,9339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,6006,6730,0,0,12826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885,0,0,0,0,7847,0,0,0,10717,0,0,0,0,0,0,0,0,0,0,7530,0,0,0,0,0,0,0,0,0,0,0,0,39963,0,0,0,0,0,0,0,0,0,23066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,3706,0,0,7829,0,0,0,0,4050,0
18,0,0,0,0,0,0,10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3825,0,0,0,0,0,0,2130,0,0,0,0,0,0,0,0,0,0,0,6316,0,0,0,0,0,0,0,0,0,0,49632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5206,18181,0,0,0,15647,0,28413,0,0,0,0,4926,0,0,88754,0,0,0,0,0,0,0,83992,0,8292,0,35672,0,6975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,0,0,0,0,0,0,0,0,0,0,61491,0,0,0,0,0,0,0,0,0,0,0,0,0,44589,0,0,0,0,0,0,0,0,14220,0,0,0,4626,0,0,0,0,0,0,0,0,0,0,73615,0,0,0,0,0,0,0,0,0,0,51617,0,53076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70387,30509,33013,0,0,0,57709,0,0,13214,0,0,48371,10551,0,25092,0,0,66496,0,0,22036,45741,0,0,0,0,0,0,0,0,0,0,0,10972,0,0,0,0,0,88740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79972,0,10188,0,0,82402,0,0,0,0,0,0,26550,63372,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188,0,0,0,0,5179,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,8586,17558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19805,0,0,0,0,0,0,0,3459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18203,0,17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,78587,0,0,55295,0,0,0,0,21535,0,29255,35887,0,0,0,0,0,0,13072,53547,4546,0,0,59484,76153,0,15047,41577,0,0,0,0,0,60656,0,41554,0,0,0,17717,0,0,67938,75152,27511,45744,23680,0,150498,141274,0,0,46768,0,0,0,61015,0,9820,0,0,0,86304,10839,0,25306,89150,0,0,0,0,0,0,27981,0,0,38308,62878,0,19579,0,0,0,5329,0,73421,0,0,59031,0,73531,0,11438,48734,0,0,0,25608,42484,0,0,0,0,52869,39748,0,13230,61203,0,0,0,0,55833,79580,56604,0,0,20799,0,0,0,77171,19815,0,88164,25566,59926,0,61321,0,31600,38919,0,49328,0,0,0,0,0,0,0,34813,0,0,0,0,69951,0,0,0,0,0,0,38104,0,74729,0,0,0,0,0,0,6926,0,70038,34818,58705,14766,8938,0,0,8552,0,12546,0,0,24207,0,0,0,0,20964,17301,47220,0,0,0,80132,0,93142,134943,0,0,17582,59863,65704,0,0,0,129867,82896,0,96821,0,0,0,58138,46980,14787
